state,district,pincode,bio_age_5_17,bio_age_17_
Maharashtra,Mumbai,401603,0,5
Maharashtra,Mumbai,401604,0,7
Maharashtra,Mumbai,401606,0,4
Maharashtra,Mumbai,401607,0,18
Maharashtra,Mumbai,401610,0,4
Maharashtra,Mumbai City,400001,252,198
Maharashtra,Mumbai City,400002,468,347
Maharashtra,Mumbai City,400003,653,447
Maharashtra,Mumbai City,400004,919,588
Maharashtra,Mumbai City,400005,913,603
Maharashtra,Mumbai City,400006,302,204
Maharashtra,Mumbai City,400007,272,211
Maharashtra,Mumbai City,400008,1658,1083
Maharashtra,Mumbai City,400009,812,470
Maharashtra,Mumbai City,400010,1037,521
Maharashtra,Mumbai City,400011,1046,826
Maharashtra,Mumbai City,400012,1403,821
Maharashtra,Mumbai City,400013,1007,544
Maharashtra,Mumbai City,400014,534,201
Maharashtra,Mumbai City,400015,881,566
Maharashtra,Mumbai City,400016,1295,600
Maharashtra,Mumbai City,400017,3585,2356
Maharashtra,Mumbai City,400018,1158,569
Maharashtra,Mumbai City,400019,803,460
Maharashtra,Mumbai City,400020,33,8
Maharashtra,Mumbai City,400021,35,26
Maharashtra,Mumbai City,400022,1221,1082
Maharashtra,Mumbai City,400025,618,336
Maharashtra,Mumbai City,400026,230,175
Maharashtra,Mumbai City,400027,232,146
Maharashtra,Mumbai City,400028,623,468
Maharashtra,Mumbai City,400030,591,312
Maharashtra,Mumbai City,400031,499,342
Maharashtra,Mumbai City,400032,8,0
Maharashtra,Mumbai City,400033,861,884
Maharashtra,Mumbai City,400034,455,279
Maharashtra,Mumbai City,400035,2,3
Maharashtra,Mumbai City,400036,0,1
Maharashtra,Mumbai City,400037,3547,3033
Maharashtra,Mumbai City,400039,0,3
Maharashtra,Mumbai City,400064,51,106
Maharashtra,Mumbai City,400078,373,375
Maharashtra,Mumbai Sub Urban,400024,5,10
Maharashtra,Mumbai Sub Urban,400042,3,18
Maharashtra,Mumbai Sub Urban,400043,31,185
Maharashtra,Mumbai Sub Urban,400049,0,2
Maharashtra,Mumbai Sub Urban,400050,1,6
Maharashtra,Mumbai Sub Urban,400051,1,17
Maharashtra,Mumbai Sub Urban,400052,0,2
Maharashtra,Mumbai Sub Urban,400053,0,4
Maharashtra,Mumbai Sub Urban,400054,0,4
Maharashtra,Mumbai Sub Urban,400055,0,10
Maharashtra,Mumbai Sub Urban,400056,0,3
Maharashtra,Mumbai Sub Urban,400057,0,7
Maharashtra,Mumbai Sub Urban,400058,0,14
Maharashtra,Mumbai Sub Urban,400059,9,82
Maharashtra,Mumbai Sub Urban,400060,1,15
Maharashtra,Mumbai Sub Urban,400061,2,12
Maharashtra,Mumbai Sub Urban,400062,3,3
Maharashtra,Mumbai Sub Urban,400063,8,55
Maharashtra,Mumbai Sub Urban,400064,1,21
Maharashtra,Mumbai Sub Urban,400065,0,35
Maharashtra,Mumbai Sub Urban,400066,8,124
Maharashtra,Mumbai Sub Urban,400067,6,304
Maharashtra,Mumbai Sub Urban,400068,2,182
Maharashtra,Mumbai Sub Urban,400069,0,14
Maharashtra,Mumbai Sub Urban,400070,0,20
Maharashtra,Mumbai Sub Urban,400071,13,189
Maharashtra,Mumbai Sub Urban,400072,9,83
Maharashtra,Mumbai Sub Urban,400074,8,254
Maharashtra,Mumbai Sub Urban,400075,15,88
Maharashtra,Mumbai Sub Urban,400076,1,16
Maharashtra,Mumbai Sub Urban,400077,13,99
Maharashtra,Mumbai Sub Urban,400078,10,116
Maharashtra,Mumbai Sub Urban,400079,42,247
Maharashtra,Mumbai Sub Urban,400080,73,309
Maharashtra,Mumbai Sub Urban,400081,20,35
Maharashtra,Mumbai Sub Urban,400082,22,106
Maharashtra,Mumbai Sub Urban,400083,2,53
Maharashtra,Mumbai Sub Urban,400084,10,127
Maharashtra,Mumbai Sub Urban,400086,77,427
Maharashtra,Mumbai Sub Urban,400087,1,4
Maharashtra,Mumbai Sub Urban,400088,5,85
Maharashtra,Mumbai Sub Urban,400089,12,66
Maharashtra,Mumbai Sub Urban,400090,0,1
Maharashtra,Mumbai Sub Urban,400091,0,30
Maharashtra,Mumbai Sub Urban,400092,7,65
Maharashtra,Mumbai Sub Urban,400093,2,35
Maharashtra,Mumbai Sub Urban,400094,2,6
Maharashtra,Mumbai Sub Urban,400095,9,223
Maharashtra,Mumbai Sub Urban,400097,17,397
Maharashtra,Mumbai Sub Urban,400098,0,6
Maharashtra,Mumbai Sub Urban,400099,0,2
Maharashtra,Mumbai Sub Urban,400101,3,183
Maharashtra,Mumbai Sub Urban,400102,0,7
Maharashtra,Mumbai Sub Urban,400103,0,12
Maharashtra,Mumbai Sub Urban,400104,0,53
Maharashtra,Mumbai Suburban,400024,594,981
Maharashtra,Mumbai Suburban,400029,595,343
Maharashtra,Mumbai Suburban,400042,1210,751
Maharashtra,Mumbai Suburban,400043,8666,6380
Maharashtra,Mumbai Suburban,400049,345,294
Maharashtra,Mumbai Suburban,400050,1368,1486
Maharashtra,Mumbai Suburban,400051,3077,2408
Maharashtra,Mumbai Suburban,400052,684,504
Maharashtra,Mumbai Suburban,400053,1042,1053
Maharashtra,Mumbai Suburban,400054,722,547
Maharashtra,Mumbai Suburban,400055,2581,1583
Maharashtra,Mumbai Suburban,400056,589,309
Maharashtra,Mumbai Suburban,400057,577,459
Maharashtra,Mumbai Suburban,400058,1743,1114
Maharashtra,Mumbai Suburban,400059,1595,1020
Maharashtra,Mumbai Suburban,400060,2052,1627
Maharashtra,Mumbai Suburban,400061,661,663
Maharashtra,Mumbai Suburban,400063,1186,887
Maharashtra,Mumbai Suburban,400064,1423,1078
Maharashtra,Mumbai Suburban,400065,1289,904
Maharashtra,Mumbai Suburban,400066,2529,1600
Maharashtra,Mumbai Suburban,400067,4512,4361
Maharashtra,Mumbai Suburban,400068,2712,2316
Maharashtra,Mumbai Suburban,400069,887,618
Maharashtra,Mumbai Suburban,400070,5100,3376
Maharashtra,Mumbai Suburban,400071,2091,1628
Maharashtra,Mumbai Suburban,400072,4791,2838
Maharashtra,Mumbai Suburban,400074,2259,1500
Maharashtra,Mumbai Suburban,400075,1174,867
Maharashtra,Mumbai Suburban,400076,653,513
Maharashtra,Mumbai Suburban,400077,962,722
Maharashtra,Mumbai Suburban,400078,4197,2093
Maharashtra,Mumbai Suburban,400079,1247,864
Maharashtra,Mumbai Suburban,400080,1886,1519
Maharashtra,Mumbai Suburban,400081,867,546
Maharashtra,Mumbai Suburban,400082,398,223
Maharashtra,Mumbai Suburban,400083,1858,2542
Maharashtra,Mumbai Suburban,400084,1264,550
Maharashtra,Mumbai Suburban,400086,3219,1672
Maharashtra,Mumbai Suburban,400087,377,153
Maharashtra,Mumbai Suburban,400088,2066,1489
Maharashtra,Mumbai Suburban,400089,1043,774
Maharashtra,Mumbai Suburban,400091,461,406
Maharashtra,Mumbai Suburban,400092,1221,1393
Maharashtra,Mumbai Suburban,400093,1521,1165
Maharashtra,Mumbai Suburban,400094,389,261
Maharashtra,Mumbai Suburban,400095,2910,3056
Maharashtra,Mumbai Suburban,400096,4,1
Maharashtra,Mumbai Suburban,400097,3963,3284
Maharashtra,Mumbai Suburban,400098,376,262
Maharashtra,Mumbai Suburban,400099,814,511
Maharashtra,Mumbai Suburban,400101,4017,3138
Maharashtra,Mumbai Suburban,400102,2010,1616
Maharashtra,Mumbai Suburban,400103,603,459
Maharashtra,Mumbai Suburban,400104,2993,2110
Maharashtra,Nagpur,440001,1073,2196
Maharashtra,Nagpur,440002,3536,5864
Maharashtra,Nagpur,440003,700,1410
Maharashtra,Nagpur,440004,425,879
Maharashtra,Nagpur,440005,151,228
Maharashtra,Nagpur,440006,455,717
Maharashtra,Nagpur,440007,210,351
Maharashtra,Nagpur,440008,4006,9109
Maharashtra,Nagpur,440009,3801,6656
Maharashtra,Nagpur,440010,1200,2473
Maharashtra,Nagpur,440012,553,917
Maharashtra,Nagpur,440013,2658,4958
Maharashtra,Nagpur,440014,2064,3768
Maharashtra,Nagpur,440015,1308,2245
Maharashtra,Nagpur,440016,1480,2466
Maharashtra,Nagpur,440017,4464,8969
Maharashtra,Nagpur,440018,3187,5593
Maharashtra,Nagpur,440019,256,437
Maharashtra,Nagpur,440020,9,11
Maharashtra,Nagpur,440021,124,133
Maharashtra,Nagpur,440022,1814,3145
Maharashtra,Nagpur,440023,3721,7608
Maharashtra,Nagpur,440024,3527,5837
Maharashtra,Nagpur,440025,892,1862
Maharashtra,Nagpur,440026,4370,8073
Maharashtra,Nagpur,440027,3106,5908
Maharashtra,Nagpur,440028,13,49
Maharashtra,Nagpur,440029,0,13
Maharashtra,Nagpur,440030,1545,2720
Maharashtra,Nagpur,440032,1128,1407
Maharashtra,Nagpur,440033,622,936
Maharashtra,Nagpur,440034,5220,7465
Maharashtra,Nagpur,440035,4609,6342
Maharashtra,Nagpur,440036,774,1288
Maharashtra,Nagpur,440037,224,474
Maharashtra,Nagpur,441001,520,844
Maharashtra,Nagpur,441002,2958,5723
Maharashtra,Nagpur,441101,1016,2493
Maharashtra,Nagpur,441102,1528,2424
Maharashtra,Nagpur,441103,1128,4167
Maharashtra,Nagpur,441104,2118,5067
Maharashtra,Nagpur,441105,1038,2569
Maharashtra,Nagpur,441106,4478,12353
Maharashtra,Nagpur,441107,2066,3906
Maharashtra,Nagpur,441108,3143,6973
Maharashtra,Nagpur,441109,361,558
Maharashtra,Nagpur,441110,2453,6173
Maharashtra,Nagpur,441111,1984,3494
Maharashtra,Nagpur,441112,595,1145
Maharashtra,Nagpur,441113,1126,2245
Maharashtra,Nagpur,441122,993,2023
Maharashtra,Nagpur,441123,5,31
Maharashtra,Nagpur,441201,1450,4166
Maharashtra,Nagpur,441202,2197,5531
Maharashtra,Nagpur,441203,2482,8059
Maharashtra,Nagpur,441204,1197,3262
Maharashtra,Nagpur,441210,1816,6745
Maharashtra,Nagpur,441214,652,2400
Maharashtra,Nagpur,441301,810,3193
Maharashtra,Nagpur,441302,1987,6088
Maharashtra,Nagpur,441303,396,1018
Maharashtra,Nagpur,441304,1203,4095
Maharashtra,Nagpur,441305,875,3134
Maharashtra,Nagpur,441306,848,2975
Maharashtra,Nagpur,441401,2621,7637
Maharashtra,Nagpur,441404,464,962
Maharashtra,Nagpur,441501,2307,2773
Maharashtra,Nagpur,441502,811,1339
Maharashtra,Nanded,431505,820,2460
Maharashtra,Nanded,431601,8476,7390
Maharashtra,Nanded,431602,3696,8015
Maharashtra,Nanded,431603,2844,4125
Maharashtra,Nanded,431604,5641,6829
Maharashtra,Nanded,431605,5387,6922
Maharashtra,Nanded,431606,328,1002
Maharashtra,Nanded,431646,1302,2832
Maharashtra,Nanded,431704,4148,4811
Maharashtra,Nanded,431707,1703,3983
Maharashtra,Nanded,431708,5878,13457
Maharashtra,Nanded,431709,4967,10923
Maharashtra,Nanded,431710,2676,6486
Maharashtra,Nanded,431711,860,1543
Maharashtra,Nanded,431712,10386,15502
Maharashtra,Nanded,431713,417,777
Maharashtra,Nanded,431714,7238,14671
Maharashtra,Nanded,431715,7941,17287
Maharashtra,Nanded,431716,595,1090
Maharashtra,Nanded,431717,2915,4683
Maharashtra,Nanded,431718,1317,2231
Maharashtra,Nanded,431719,372,946
Maharashtra,Nanded,431721,4549,7721
Maharashtra,Nanded,431722,760,2220
Maharashtra,Nanded,431723,1615,3277
Maharashtra,Nanded,431731,391,734
Maharashtra,Nanded,431736,6,6
Maharashtra,Nanded,431741,1039,2577
Maharashtra,Nanded,431742,2082,3973
Maharashtra,Nanded,431743,503,1758
Maharashtra,Nanded,431745,1030,1149
Maharashtra,Nanded,431746,7,14
Maharashtra,Nanded,431750,701,791
Maharashtra,Nanded,431801,6043,9429
Maharashtra,Nanded,431802,4260,5962
Maharashtra,Nanded,431803,885,2894
Maharashtra,Nanded,431804,5794,10584
Maharashtra,Nanded,431805,4046,6941
Maharashtra,Nanded,431806,5533,5958
Maharashtra,Nanded,431807,1256,5101
Maharashtra,Nanded,431808,1082,1952
Maharashtra,Nanded,431809,2816,5177
Maharashtra,Nanded,431810,256,981
Maharashtra,Nanded,431811,169,646
Maharashtra,Nandurbar,425408,1245,2194
Maharashtra,Nandurbar,425409,5060,12931
Maharashtra,Nandurbar,425410,654,1892
Maharashtra,Nandurbar,425411,1146,2625
Maharashtra,Nandurbar,425412,10279,17848
Maharashtra,Nandurbar,425413,5776,13164
Maharashtra,Nandurbar,425414,10237,17781
Maharashtra,Nandurbar,425415,3047,4871
Maharashtra,Nandurbar,425416,2781,5672
Maharashtra,Nandurbar,425417,1653,2851
Maharashtra,Nandurbar,425418,3630,5702
Maharashtra,Nandurbar,425419,3275,7949
Maharashtra,Nandurbar,425422,1176,2445
Maharashtra,Nandurbar,425423,988,3305
Maharashtra,Nandurbar,425424,605,1829
Maharashtra,Nandurbar,425426,1660,2180
Maharashtra,Nandurbar,425432,3865,9160
Maharashtra,Nandurbar,425442,1536,4827
Maharashtra,Nandurbar,425444,2729,5045
Maharashtra,Nandurbar,425452,5820,9959
Maharashtra,Nashik,422001,3043,4764
Maharashtra,Nashik,422002,734,1346
Maharashtra,Nashik,422003,10671,17910
Maharashtra,Nashik,422004,2258,4653
Maharashtra,Nashik,422005,546,980
Maharashtra,Nashik,422006,2351,3886
Maharashtra,Nashik,422007,4199,9044
Maharashtra,Nashik,422008,1712,2578
Maharashtra,Nashik,422009,5819,9176
Maharashtra,Nashik,422010,5694,8265
Maharashtra,Nashik,422011,1386,2507
Maharashtra,Nashik,422012,3250,4934
Maharashtra,Nashik,422013,1040,2130
Maharashtra,Nashik,422101,6726,12452
Maharashtra,Nashik,422102,1499,2869
Maharashtra,Nashik,422103,5603,8230
Maharashtra,Nashik,422104,933,1314
Maharashtra,Nashik,422105,456,806
Maharashtra,Nashik,422112,435,424
Maharashtra,Nashik,422113,63,67
Maharashtra,Nashik,422201,593,893
Maharashtra,Nashik,422202,4408,8634
Maharashtra,Nashik,422203,3759,7502
Maharashtra,Nashik,422204,2822,10440
Maharashtra,Nashik,422205,1245,1998
Maharashtra,Nashik,422206,1194,2610
Maharashtra,Nashik,422207,1628,2357
Maharashtra,Nashik,422208,3871,10871
Maharashtra,Nashik,422209,2960,5030
Maharashtra,Nashik,422210,1650,3109
Maharashtra,Nashik,422211,4742,12352
Maharashtra,Nashik,422212,1755,4700
Maharashtra,Nashik,422213,1153,2147
Maharashtra,Nashik,422214,132,300
Maharashtra,Nashik,422215,2179,3989
Maharashtra,Nashik,422221,9,9
Maharashtra,Nashik,422222,718,1150
Maharashtra,Nashik,422301,343,698
Maharashtra,Nashik,422302,909,1936
Maharashtra,Nashik,422303,2217,4327
Maharashtra,Nashik,422304,1407,2407
Maharashtra,Nashik,422305,2395,2986
Maharashtra,Nashik,422306,2624,4041
Maharashtra,Nashik,422308,532,1416
Maharashtra,Nashik,422401,1415,2285
Maharashtra,Nashik,422402,4290,8880
Maharashtra,Nashik,422403,5403,9197
Maharashtra,Nashik,422501,4,9
Maharashtra,Nashik,422502,2337,3043
Maharashtra,Nashik,422606,1638,2119
Maharashtra,Nashik,423101,3654,5056
Maharashtra,Nashik,423102,2858,3842
Maharashtra,Nashik,423104,5870,7826
Maharashtra,Nashik,423105,4805,7290
Maharashtra,Nashik,423106,5672,10718
Maharashtra,Nashik,423108,765,1405
Maharashtra,Nashik,423110,730,794
Maharashtra,Nashik,423111,1082,2288
Maharashtra,Nashik,423117,1180,1679
Maharashtra,Nashik,423201,1301,2223
Maharashtra,Nashik,423202,446,712
Maharashtra,Nashik,423203,28502,29968
Maharashtra,Nashik,423204,2076,3938
Maharashtra,Nashik,423205,2350,4051
Maharashtra,Nashik,423206,1846,3929
Maharashtra,Nashik,423208,1692,1782
Maharashtra,Nashik,423212,1779,3100
Maharashtra,Nashik,423213,1308,1950
Maharashtra,Nashik,423301,7189,10516
Maharashtra,Nashik,423302,1970,4156
Maharashtra,Nashik,423303,1018,1526
Maharashtra,Nashik,423401,5090,7600
Maharashtra,Nashik,423402,1240,1342
Maharashtra,Nashik,423403,1286,3379
Maharashtra,Nashik,423501,3863,10281
Maharashtra,Nashik,423502,3648,10176
Maharashtra,Nashik,424109,1130,2209
Maharashtra,Osmanabad,413405,1068,1734
Maharashtra,Osmanabad,413501,8221,12030
Maharashtra,Osmanabad,413502,3029,2699
Maharashtra,Osmanabad,413503,1337,1307
Maharashtra,Osmanabad,413504,4530,4866
Maharashtra,Osmanabad,413505,2661,2618
Maharashtra,Osmanabad,413506,1586,3214
Maharashtra,Osmanabad,413507,4902,8153
Maharashtra,Osmanabad,413508,1287,2638
Maharashtra,Osmanabad,413509,2212,3603
Maharashtra,Osmanabad,413510,330,736
Maharashtra,Osmanabad,413511,42,105
Maharashtra,Osmanabad,413523,170,519
Maharashtra,Osmanabad,413525,2009,2194
Maharashtra,Osmanabad,413526,522,1151
Maharashtra,Osmanabad,413528,1200,1845
Maharashtra,Osmanabad,413531,9,2
Maharashtra,Osmanabad,413534,656,1756
Maharashtra,Osmanabad,413580,1,2
Maharashtra,Osmanabad,413601,4671,8378
Maharashtra,Osmanabad,413602,2628,5287
Maharashtra,Osmanabad,413603,2193,3767
Maharashtra,Osmanabad,413604,3696,5031
Maharashtra,Osmanabad,413605,2123,3228
Maharashtra,Osmanabad,413606,7035,7691
Maharashtra,Osmanabad,413607,6,19
Maharashtra,Osmanabad,413608,1936,3713
Maharashtra,Osmanabad,413623,1769,2588
Maharashtra,Osmanabad,413624,859,1493
Maharashtra,Palghar,401102,1424,806
Maharashtra,Palghar,401103,1011,827
Maharashtra,Palghar,401201,2281,1050
Maharashtra,Palghar,401202,2019,1251
Maharashtra,Palghar,401203,2934,2257
Maharashtra,Palghar,401204,460,242
Maharashtra,Palghar,401207,587,222
Maharashtra,Palghar,401208,5356,5312
Maharashtra,Palghar,401209,8700,7661
Maharashtra,Palghar,401301,900,334
Maharashtra,Palghar,401302,619,349
Maharashtra,Palghar,401303,4934,3284
Maharashtra,Palghar,401304,490,326
Maharashtra,Palghar,401305,5753,3823
Maharashtra,Palghar,401401,444,210
Maharashtra,Palghar,401402,384,243
Maharashtra,Palghar,401403,3271,2735
Maharashtra,Palghar,401404,3885,2366
Maharashtra,Palghar,401405,548,209
Maharashtra,Palghar,401501,4680,3028
Maharashtra,Palghar,401502,560,192
Maharashtra,Palghar,401503,812,226
Maharashtra,Palghar,401504,694,378
Maharashtra,Palghar,401506,271,195
Maharashtra,Palghar,401601,947,443
Maharashtra,Palghar,401602,6187,5636
Maharashtra,Palghar,401603,5309,4466
Maharashtra,Palghar,401604,2264,2577
Maharashtra,Palghar,401605,1974,1470
Maharashtra,Palghar,401606,9188,6341
Maharashtra,Palghar,401607,2469,2162
Maharashtra,Palghar,401608,6,3
Maharashtra,Palghar,401609,15,5
Maharashtra,Palghar,401610,865,933
Maharashtra,Palghar,401701,447,316
Maharashtra,Palghar,401702,943,576
Maharashtra,Palghar,401703,275,144
Maharashtra,Palghar,421303,5325,2923
Maharashtra,Palghar,421312,1965,1235
Maharashtra,Parbhani,431401,12308,16476
Maharashtra,Parbhani,431402,5169,9547
Maharashtra,Parbhani,431502,50,115
Maharashtra,Parbhani,431503,7099,8354
Maharashtra,Parbhani,431505,3732,5479
Maharashtra,Parbhani,431506,6216,5721
Maharashtra,Parbhani,431508,1883,2057
Maharashtra,Parbhani,431509,8973,11877
Maharashtra,Parbhani,431510,1958,3442
Maharashtra,Parbhani,431511,5701,7947
Maharashtra,Parbhani,431512,180,68
Maharashtra,Parbhani,431514,9604,11509
Maharashtra,Parbhani,431516,2125,3427
Maharashtra,Parbhani,431521,2495,4964
Maharashtra,Parbhani,431536,2356,3348
Maharashtra,Parbhani,431537,1554,2201
Maharashtra,Parbhani,431540,2117,3731
Maharashtra,Parbhani,431541,2089,2621
Maharashtra,Parbhani,431542,1,1
Maharashtra,Parbhani,431720,2280,3251
Maharashtra,Pune,402301,3,0
Maharashtra,Pune,410301,106,123
Maharashtra,Pune,410302,46,25
Maharashtra,Pune,410401,1330,1523
Maharashtra,Pune,410402,57,45
Maharashtra,Pune,410403,266,207
Maharashtra,Pune,410405,2091,2846
Maharashtra,Pune,410406,762,1096
Maharashtra,Pune,410501,5450,5643
Maharashtra,Pune,410502,4515,5614
Maharashtra,Pune,410503,2193,1519
Maharashtra,Pune,410504,4602,4177
Maharashtra,Pune,410505,4578,5151
Maharashtra,Pune,410506,2840,2676
Maharashtra,Pune,410507,2335,2597
Maharashtra,Pune,410508,83,142
Maharashtra,Pune,410509,1027,1088
Maharashtra,Pune,410510,212,435
Maharashtra,Pune,410511,365,487
Maharashtra,Pune,410512,570,563
Maharashtra,Pune,410513,422,460
Maharashtra,Pune,410515,867,623
Maharashtra,Pune,410516,392,401
Maharashtra,Pune,411001,2962,3149
Maharashtra,Pune,411002,2123,3421
Maharashtra,Pune,411003,1721,2001
Maharashtra,Pune,411004,667,760
Maharashtra,Pune,411005,608,746
Maharashtra,Pune,411006,3557,4447
Maharashtra,Pune,411007,1051,1578
Maharashtra,Pune,411008,290,312
Maharashtra,Pune,411009,2938,5060
Maharashtra,Pune,411011,1473,2012
Maharashtra,Pune,411012,1138,1754
Maharashtra,Pune,411013,1569,1617
Maharashtra,Pune,411014,5144,6435
Maharashtra,Pune,411015,3774,3653
Maharashtra,Pune,411016,1801,1858
Maharashtra,Pune,411017,6981,6831
Maharashtra,Pune,411018,2816,3523
Maharashtra,Pune,411019,2938,3701
Maharashtra,Pune,411020,1119,1264
Maharashtra,Pune,411021,2326,2211
Maharashtra,Pune,411022,203,203
Maharashtra,Pune,411023,1487,1866
Maharashtra,Pune,411024,600,872
Maharashtra,Pune,411025,406,555
Maharashtra,Pune,411026,1107,1713
Maharashtra,Pune,411027,3693,4836
Maharashtra,Pune,411028,5789,6362
Maharashtra,Pune,411030,2081,2889
Maharashtra,Pune,411031,371,472
Maharashtra,Pune,411032,814,806
Maharashtra,Pune,411033,6914,8829
Maharashtra,Pune,411034,711,937
Maharashtra,Pune,411035,887,1070
Maharashtra,Pune,411036,1748,1735
Maharashtra,Pune,411037,4206,5826
Maharashtra,Pune,411038,4298,4421
Maharashtra,Pune,411039,3904,4718
Maharashtra,Pune,411040,975,1135
Maharashtra,Pune,411041,5093,5978
Maharashtra,Pune,411042,3715,5934
Maharashtra,Pune,411043,2475,4299
Maharashtra,Pune,411044,2061,3182
Maharashtra,Pune,411045,1645,1983
Maharashtra,Pune,411046,5331,6618
Maharashtra,Pune,411047,1275,1317
Maharashtra,Pune,411048,4701,6792
Maharashtra,Pune,411051,1181,1507
Maharashtra,Pune,411052,1407,1559
Maharashtra,Pune,411057,3323,3743
Maharashtra,Pune,411058,1941,2304
Maharashtra,Pune,411060,1291,1400
Maharashtra,Pune,411061,2101,2321
Maharashtra,Pune,411062,1768,2728
Maharashtra,Pune,411067,18,5
Maharashtra,Pune,411068,154,134
Maharashtra,Pune,411070,1,8
Maharashtra,Pune,412101,2976,3847
Maharashtra,Pune,412102,823,777
Maharashtra,Pune,412103,866,502
Maharashtra,Pune,412104,1305,1700
Maharashtra,Pune,412105,5046,6738
Maharashtra,Pune,412106,2477,2374
Maharashtra,Pune,412107,321,463
Maharashtra,Pune,412108,983,1100
Maharashtra,Pune,412109,1326,1362
Maharashtra,Pune,412110,1003,1033
Maharashtra,Pune,412112,50,28
Maharashtra,Pune,412114,3349,3877
Maharashtra,Pune,412115,2571,1500
Maharashtra,Pune,412201,2322,2552
Maharashtra,Pune,412202,2485,2657
Maharashtra,Pune,412203,2055,2294
Maharashtra,Pune,412204,1171,991
Maharashtra,Pune,412205,2433,2462
Maharashtra,Pune,412206,3306,4077
Maharashtra,Pune,412207,4693,4450
Maharashtra,Pune,412208,3752,2332
Maharashtra,Pune,412209,1317,976
Maharashtra,Pune,412210,2616,1872
Maharashtra,Pune,412211,1744,1385
Maharashtra,Pune,412212,473,672
Maharashtra,Pune,412213,1855,2171
Maharashtra,Pune,412214,1528,2140
Maharashtra,Pune,412215,556,700
Maharashtra,Pune,412216,1763,1401
Maharashtra,Pune,412218,1888,1614
Maharashtra,Pune,412219,1063,1205
Maharashtra,Pune,412220,440,282
Maharashtra,Pune,412301,3380,6087
Maharashtra,Pune,412303,1523,2771
Maharashtra,Pune,412304,821,780
Maharashtra,Pune,412305,786,1291
Maharashtra,Pune,412306,1325,1008
Maharashtra,Pune,412307,2090,2239
Maharashtra,Pune,412308,3303,3903
Maharashtra,Pune,412311,504,798
Maharashtra,Pune,412312,384,432
Maharashtra,Pune,412401,605,607
Maharashtra,Pune,412402,679,1153
Maharashtra,Pune,412403,949,1298
Maharashtra,Pune,412404,862,949
Maharashtra,Pune,412405,421,262
Maharashtra,Pune,412406,1357,1287
Maharashtra,Pune,412408,934,635
Maharashtra,Pune,412409,2546,3038
Maharashtra,Pune,412410,1213,1320
Maharashtra,Pune,412411,1702,1744
Maharashtra,Pune,412412,1275,1235
Maharashtra,Pune,413102,8510,7370
Maharashtra,Pune,413103,2714,2781
Maharashtra,Pune,413104,2757,2539
Maharashtra,Pune,413105,777,878
Maharashtra,Pune,413106,3640,2936
Maharashtra,Pune,413110,1881,1112
Maharashtra,Pune,413114,3519,4440
Maharashtra,Pune,413115,863,796
Maharashtra,Pune,413116,574,530
Maharashtra,Pune,413120,1507,1916
Maharashtra,Pune,413130,2221,2144
Maharashtra,Pune,413132,1226,1173
Maharashtra,Pune,413133,678,553
Maharashtra,Pune,413211,113,94
Maharashtra,Pune,413801,3095,3544
Maharashtra,Pune,413802,407,274
Maharashtra,Raigad,400001,1,1
Maharashtra,Raigad,400702,141,247
Maharashtra,Raigad,400703,8,4
Maharashtra,Raigad,400704,3,1
Maharashtra,Raigad,400707,8,9
Maharashtra,Raigad,402101,14,3
Maharashtra,Raigad,402102,1,2
Maharashtra,Raigad,402103,26,35
Maharashtra,Raigad,402104,30,39
Maharashtra,Raigad,402105,34,44
Maharashtra,Raigad,402106,26,18
Maharashtra,Raigad,402107,148,319
Maharashtra,Raigad,402108,25,10
Maharashtra,Raigad,402109,65,106
Maharashtra,Raigad,402110,16,23
Maharashtra,Raigad,402111,16,12
Maharashtra,Raigad,402112,20,56
Maharashtra,Raigad,402113,8,20
Maharashtra,Raigad,402114,2,2
Maharashtra,Raigad,402115,13,1
Maharashtra,Raigad,402116,14,22
Maharashtra,Raigad,402117,5,16
Maharashtra,Raigad,402120,15,9
Maharashtra,Raigad,402122,6,10
Maharashtra,Raigad,402125,1,1
Maharashtra,Raigad,402126,8,0
Maharashtra,Raigad,402201,109,208
Maharashtra,Raigad,402202,11,13
Maharashtra,Raigad,402203,41,366
Maharashtra,Raigad,402204,11,20
Maharashtra,Raigad,402207,2,9
Maharashtra,Raigad,402209,34,114
Maharashtra,Raigad,402301,81,208
Maharashtra,Raigad,402302,24,10
Maharashtra,Raigad,402303,37,28
Maharashtra,Raigad,402304,18,12
Maharashtra,Raigad,402305,18,9
Maharashtra,Raigad,402306,5,1
Maharashtra,Raigad,402307,4,2
Maharashtra,Raigad,402308,9,6
Maharashtra,Raigad,402309,5,10
Maharashtra,Raigad,402401,43,36
Maharashtra,Raigad,402402,7,7
Maharashtra,Raigad,402403,11,12
Maharashtra,Raigad,402404,2,38
Maharashtra,Raigad,410101,203,492
Maharashtra,Raigad,410102,0,2
Maharashtra,Raigad,410201,235,686
Maharashtra,Raigad,410202,9,31
Maharashtra,Raigad,410203,203,450
Maharashtra,Raigad,410204,2,1
Maharashtra,Raigad,410205,105,65
Maharashtra,Raigad,410206,1050,2839
Maharashtra,Raigad,410207,17,22
Maharashtra,Raigad,410208,182,622
Maharashtra,Raigad,410209,136,477
Maharashtra,Raigad,410210,532,1105
Maharashtra,Raigad,410216,0,1
Maharashtra,Raigad,410218,255,769
Maharashtra,Raigad,410220,4,6
Maharashtra,Raigad,410221,58,137
